0.0025,141.682,1614,5.131
0.005,161.581,1634,4.6082
0.0075,165.748,1720,3.0824
0.01,165.748,1496,2.716
0.0125,146.299,1875,3.7006
0.015,165.748,1958,3.2008
0.0175,165.904,2469,5.7784
0.02,165.748,1995,3.2396
0.0225,161.424,2167,3.5388
0.025,161.39,1883,3.9084
