0.1,165.904,1657,4.7702
0.2,144.535,1562,7.8062
0.3,158.163,1437,3.77
0.4,160.817,1363,3.923
0.5,165.748,1769,3.4682
0.6,125.872,1726,6.2636
0.7,156.946,1470,6.0194
0.8,166.337,1378,3.8852
0.9,153.776,1499,2.7108
1,160.536,1698,3.2652
